t r=1 r=2 r=3 r=4 r=5 r=6 r=7 r=8 r=9 r=10 r=11 r=12 r=13 r=14 r=15
1    3.124960e-01    1.523664e-01    7.070080e-02    3.023263e-02    1.102641e-02    4.466479e-03    1.269857e-03    4.351455e-04    1.191614e-04    1.460466e-03    6.819706e-03    4.272563e-03   -2.176489e-03   -6.307078e-03   -7.885476e-03 
2    1.457433e-01    3.069338e-02    2.885285e-03    1.044881e-02   -3.303062e-03   -2.229089e-04   -1.845044e-03   -1.889274e-03   -3.820651e-03   -9.386449e-03   -1.342298e-03    1.473917e-03   -4.937442e-03   -2.474679e-03    1.117528e-02 
3    6.743287e-02   -7.111132e-04   -3.740561e-03   -7.703055e-04    1.186593e-02    1.135800e-02    5.820856e-03    4.898185e-03   -5.908958e-03   -5.134536e-03   -3.600853e-03    6.519730e-03    3.937923e-04   -2.312669e-03   -8.243025e-03 
4    3.445869e-02    1.854282e-03    6.962062e-03   -5.284324e-03   -3.610406e-04   -2.002491e-03    1.719319e-03   -1.256184e-02   -1.508003e-03    3.194032e-03   -5.267182e-03    4.568375e-03   -2.265474e-03   -1.332782e-03    4.040185e-03 
5    1.547766e-02    3.212309e-03    1.010917e-03   -5.524236e-03   -3.681270e-03   -4.116610e-03    4.248935e-03    4.794957e-03    7.695560e-04    8.978722e-03    3.274148e-03   -2.219978e-03   -1.143601e-03    2.775798e-03   -7.285623e-03 
6    6.615468e-03    1.044737e-03    3.527795e-03    3.075882e-03    7.824637e-03   -3.499656e-03    6.146014e-03   -2.275652e-04   -2.829836e-03   -1.265232e-04    3.256009e-03   -1.641597e-03    1.993665e-05    4.981674e-04   -2.048011e-03 
7    6.599498e-03    1.020947e-02    1.604500e-03   -1.340002e-02   -9.645044e-05    6.788089e-03    1.649627e-02    9.752929e-03    1.355601e-03   -2.674078e-03   -6.949779e-03    6.549929e-03   -8.532512e-03   -2.496532e-03   -9.570833e-03 
8    5.107110e-03    7.090511e-03    4.459543e-03   -4.155028e-03    9.229437e-04   -5.029429e-03    6.078172e-04   -1.031453e-04   -6.241935e-04    5.708310e-03    7.239765e-03    4.108059e-03   -1.418996e-03   -1.079039e-02    2.160021e-03 
9    1.505683e-03   -3.101655e-03    3.218900e-03    1.262157e-03    2.383248e-03    5.393040e-03   -2.786322e-03    3.297944e-03    2.021477e-03    3.202481e-03   -4.078903e-03   -7.852637e-04    1.988257e-03   -1.249971e-03   -3.733355e-03 
10   -2.613924e-03   -8.475652e-03    6.751990e-03   -8.742132e-03   -7.438168e-04   -1.251572e-03   -2.687142e-05    5.181791e-03   -6.030810e-03   -4.403579e-03   -7.757145e-03   -2.309483e-03    2.487726e-03   -2.312574e-03    1.235416e-03 
11   -7.798575e-03   -1.086365e-02    1.849820e-03   -5.385338e-03    4.186439e-03    2.369022e-03   -5.686920e-03    5.546537e-03    1.009033e-02   -4.863317e-04    5.163582e-03   -2.208437e-03   -5.305956e-03   -2.882860e-03   -7.467275e-04 
12   -2.653163e-03    2.718296e-04    7.921838e-03   -9.703659e-03   -5.824703e-04    5.645486e-03    8.580846e-03    5.973085e-03   -1.048821e-04   -7.762020e-03   -1.252069e-03   -7.142123e-03   -6.011973e-03    9.058265e-03    2.594925e-03 
13   -7.155415e-03    2.017782e-03    3.255792e-04   -1.000924e-02   -2.041560e-03   -1.487686e-02    3.372628e-03   -1.453339e-03    5.856004e-03    7.514832e-03   -1.927417e-03   -4.686726e-04   -1.102754e-02   -5.628000e-03    8.184204e-04 
14   -6.844425e-03   -3.421217e-03    1.296739e-03   -3.009197e-04   -3.604911e-03    2.816940e-03   -1.016604e-03    6.010936e-03    5.101494e-04    2.177540e-03    8.762365e-04   -6.862480e-03   -8.019012e-03   -4.407645e-03    1.295789e-02 
15   -1.259455e-02   -1.068856e-03    5.725747e-03   -2.079938e-03   -5.019049e-04    1.762652e-03   -1.918240e-03   -1.093958e-02   -4.550479e-03   -3.274581e-03   -4.905202e-03   -1.082742e-03    5.906790e-03    4.157366e-03    2.792135e-03 
