i getaccept E*A dH rho ddH Q
0 1 9.363789926161680e-01 2.156009868713227e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.212093257031083e-01 3.856889102280547e-04 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.087512972574658e-01 3.722929443483736e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 9.061894438101854e-01 4.975121396455506e-05 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 8.981393698584010e-01 1.909737106871034e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 8.920149758458692e-01 1.666776406636927e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.885888985299195e-01 1.592060548318841e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.825596795158683e-01 1.488503978634981e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.810442861365284e-01 -1.398286190124054e-05 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.747627981931407e-01 1.888735546344833e-04 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.740444046966971e-01 4.046150115755154e-05 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.788050283867697e-01 -1.371301309518458e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.802786470260202e-01 -1.086127501821466e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.817302608046340e-01 6.317659745036508e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.790316139811498e-01 3.674142362797284e-05 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.758841353451332e-01 5.187481292523444e-05 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 8.782748919717470e-01 -7.671329285585671e-05 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 8.730087691047679e-01 1.027768953463237e-04 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 8.705706859368605e-01 1.819902477109281e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 8.651467654135925e-01 8.488016078445071e-05 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 8.663361686751982e-01 -8.691333505339571e-06 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 8.648787612499375e-01 4.281031328901008e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 8.694958566808604e-01 -2.155932888854295e-04 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 8.648673964871737e-01 1.294827102356066e-04 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 8.652519707221071e-01 3.501259607219254e-05 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 8.728735538942303e-01 -2.341289043670258e-04 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 8.731858544983284e-01 -8.388881633436540e-05 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 8.662722593976629e-01 2.856533569683961e-04 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 8.660625888765151e-01 6.999703828114434e-06 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 8.688280208129915e-01 -1.468304687932687e-04 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 8.688274659675352e-01 -1.680955483607249e-05 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 8.690546694338935e-01 1.143812930877175e-04 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 8.674427658267710e-01 4.009211693301040e-05 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 8.644056536348388e-01 -7.618877543791314e-05 1.000000000000000e+00 NA -0.000000000000000e+00
34 1 8.604734118498611e-01 1.557969906116341e-04 1.000000000000000e+00 NA -0.000000000000000e+00
35 1 8.605071165255406e-01 1.609208925401617e-05 1.000000000000000e+00 NA -0.000000000000000e+00
36 1 8.601613142266828e-01 5.071041050541680e-05 1.000000000000000e+00 NA -0.000000000000000e+00
37 1 8.606135560964818e-01 -5.877641865481564e-05 1.000000000000000e+00 NA -0.000000000000000e+00
38 1 8.626479361832549e-01 -5.146729790794780e-06 1.000000000000000e+00 NA -0.000000000000000e+00
39 1 8.657749996231000e-01 -6.777382759537431e-05 1.000000000000000e+00 NA -0.000000000000000e+00
40 1 8.600734932089328e-01 1.771883164565224e-04 1.000000000000000e+00 NA -0.000000000000000e+00
41 1 8.644741364864952e-01 -1.098933009870962e-04 1.000000000000000e+00 NA -0.000000000000000e+00
42 1 8.613771973192581e-01 -2.743000550253782e-06 1.000000000000000e+00 NA -0.000000000000000e+00
43 1 8.589764135265661e-01 1.023982945298485e-04 1.000000000000000e+00 NA -0.000000000000000e+00
44 1 8.547493283232279e-01 1.022900034968188e-04 1.000000000000000e+00 NA -0.000000000000000e+00
45 1 8.542996129109801e-01 6.388420069924905e-05 1.000000000000000e+00 NA -0.000000000000000e+00
46 1 8.590715939865020e-01 -1.099560126931465e-04 1.000000000000000e+00 NA -0.000000000000000e+00
47 1 8.601993855313916e-01 -1.202608930270799e-04 1.000000000000000e+00 NA -0.000000000000000e+00
48 1 8.624201435194849e-01 7.062910526656196e-06 1.000000000000000e+00 NA -0.000000000000000e+00
49 1 8.661010966286815e-01 -1.218316269842035e-04 1.000000000000000e+00 NA -0.000000000000000e+00
50 1 8.652673977549018e-01 4.686792385655281e-05 1.000000000000000e+00 NA -0.000000000000000e+00
51 1 8.662458122264535e-01 -7.336064300034195e-06 1.000000000000000e+00 NA -0.000000000000000e+00
52 1 8.678078847225211e-01 -1.497279413342767e-05 1.000000000000000e+00 NA -0.000000000000000e+00
53 1 8.615942800967438e-01 1.248155915618554e-04 1.000000000000000e+00 NA -0.000000000000000e+00
54 1 8.606381057761234e-01 6.782696118534659e-05 1.000000000000000e+00 NA -0.000000000000000e+00
55 1 8.642037855638646e-01 -1.345530565686204e-04 1.000000000000000e+00 NA -0.000000000000000e+00
56 1 8.602965917322362e-01 1.112502347950795e-04 1.000000000000000e+00 NA -0.000000000000000e+00
57 1 8.582197065797652e-01 4.220124696985295e-05 1.000000000000000e+00 NA -0.000000000000000e+00
58 1 8.565237975946212e-01 1.627994697628310e-05 1.000000000000000e+00 NA -0.000000000000000e+00
59 1 8.549215133886410e-01 -3.455538944763248e-06 1.000000000000000e+00 NA -0.000000000000000e+00
60 1 8.591659612489022e-01 -7.552832016699540e-05 1.000000000000000e+00 NA -0.000000000000000e+00
61 1 8.571838741205786e-01 2.973554569507542e-05 1.000000000000000e+00 NA -0.000000000000000e+00
62 1 8.551256375201486e-01 1.142407168117643e-04 1.000000000000000e+00 NA -0.000000000000000e+00
63 1 8.605568820880041e-01 -2.260314486193238e-04 1.000000000000000e+00 NA -0.000000000000000e+00
64 1 8.588144522632950e-01 3.147667712255497e-05 1.000000000000000e+00 NA -0.000000000000000e+00
65 1 8.561959156443494e-01 1.184819709578733e-04 1.000000000000000e+00 NA -0.000000000000000e+00
66 1 8.574289888451239e-01 -1.142254218393646e-04 1.000000000000000e+00 NA -0.000000000000000e+00
67 1 8.595839570229100e-01 2.769267143776233e-05 1.000000000000000e+00 NA -0.000000000000000e+00
68 1 8.601764045038830e-01 -6.299561141531740e-05 1.000000000000000e+00 NA -0.000000000000000e+00
69 1 8.645466956733056e-01 -9.728315853863023e-05 1.000000000000000e+00 NA -0.000000000000000e+00
70 1 8.569261146967843e-01 2.479749114172591e-04 1.000000000000000e+00 NA -0.000000000000000e+00
71 1 8.687656142730589e-01 -3.897678820976580e-04 1.000000000000000e+00 NA -0.000000000000000e+00
72 1 8.640243494023927e-01 1.655859728089126e-04 1.000000000000000e+00 NA -0.000000000000000e+00
73 1 8.643009067943647e-01 -3.543497768987436e-06 1.000000000000000e+00 NA -0.000000000000000e+00
74 1 8.639433454569165e-01 -5.628722647088580e-05 1.000000000000000e+00 NA -0.000000000000000e+00
75 1 8.627351614105363e-01 3.707379869410943e-05 1.000000000000000e+00 NA -0.000000000000000e+00
76 1 8.577344133825237e-01 2.638965390815429e-04 1.000000000000000e+00 NA -0.000000000000000e+00
77 1 8.620256428995081e-01 -1.821097741867561e-04 1.000000000000000e+00 NA -0.000000000000000e+00
78 1 8.614150087795946e-01 -1.422934019501554e-05 1.000000000000000e+00 NA -0.000000000000000e+00
79 1 8.554356468011579e-01 1.675516252817033e-04 1.000000000000000e+00 NA -0.000000000000000e+00
80 1 8.516852879814844e-01 1.315075649017672e-04 1.000000000000000e+00 NA -0.000000000000000e+00
81 1 8.512588460332952e-01 3.917653884855099e-05 1.000000000000000e+00 NA -0.000000000000000e+00
82 1 8.615493706932603e-01 -2.338720642001135e-04 1.000000000000000e+00 NA -0.000000000000000e+00
83 1 8.623246745824505e-01 -1.139409414463444e-04 1.000000000000000e+00 NA -0.000000000000000e+00
84 1 8.625107078001842e-01 4.036703126075736e-05 1.000000000000000e+00 NA -0.000000000000000e+00
85 1 8.624960184566383e-01 3.495931969155208e-05 1.000000000000000e+00 NA -0.000000000000000e+00
86 1 8.624531920992276e-01 -4.599864973897638e-05 1.000000000000000e+00 NA -0.000000000000000e+00
87 1 8.554021954544950e-01 2.698004495869100e-04 1.000000000000000e+00 NA -0.000000000000000e+00
88 1 8.564757200009274e-01 -5.554698873311281e-05 1.000000000000000e+00 NA -0.000000000000000e+00
89 1 8.589456488578353e-01 -4.061241929775861e-05 1.000000000000000e+00 NA -0.000000000000000e+00
90 1 8.607742293996372e-01 -8.480739529659331e-05 1.000000000000000e+00 NA -0.000000000000000e+00
91 1 8.599225640225652e-01 -1.415793531123200e-05 1.000000000000000e+00 NA -0.000000000000000e+00
92 1 8.628925596818535e-01 -5.368620281842595e-05 1.000000000000000e+00 NA -0.000000000000000e+00
93 1 8.578777042935029e-01 1.367018521705177e-04 1.000000000000000e+00 NA -0.000000000000000e+00
94 1 8.560127787226605e-01 5.954680932518386e-05 1.000000000000000e+00 NA -0.000000000000000e+00
95 1 8.563279267225807e-01 -1.104827515518991e-04 1.000000000000000e+00 NA -0.000000000000000e+00
96 1 8.586026628029695e-01 2.107818136209971e-05 1.000000000000000e+00 NA -0.000000000000000e+00
97 1 8.623319397982164e-01 -1.230921225214843e-04 1.000000000000000e+00 NA -0.000000000000000e+00
98 1 8.619551480446447e-01 3.981375539297005e-05 1.000000000000000e+00 NA -0.000000000000000e+00
99 1 8.654065653152729e-01 -1.023535701278888e-04 1.000000000000000e+00 NA -0.000000000000000e+00
100 1 8.607957604054792e-01 1.667885928782198e-04 1.000000000000000e+00 NA -0.000000000000000e+00
101 1 8.620140471657560e-01 -2.235574129372253e-06 1.000000000000000e+00 NA -0.000000000000000e+00
102 1 8.574478963943026e-01 5.521611160475004e-05 1.000000000000000e+00 NA -0.000000000000000e+00
103 1 8.618649718146104e-01 -1.211619387504470e-04 1.000000000000000e+00 NA -0.000000000000000e+00
104 1 8.618315274135904e-01 6.481622926912678e-05 1.000000000000000e+00 NA -0.000000000000000e+00
105 1 8.574211150323766e-01 9.332439208264987e-05 1.000000000000000e+00 NA -0.000000000000000e+00
106 1 8.526186604460853e-01 1.100112103813444e-04 1.000000000000000e+00 NA -0.000000000000000e+00
107 1 8.592488584493134e-01 -1.112007487336086e-04 1.000000000000000e+00 NA -0.000000000000000e+00
108 1 8.533113401451915e-01 1.305667710767011e-04 1.000000000000000e+00 NA -0.000000000000000e+00
109 1 8.570196235220768e-01 -1.211829705880518e-04 1.000000000000000e+00 NA -0.000000000000000e+00
110 1 8.519875133959476e-01 8.868517647897534e-05 1.000000000000000e+00 NA -0.000000000000000e+00
111 1 8.500376376838310e-01 1.118791487897397e-04 1.000000000000000e+00 NA -0.000000000000000e+00
112 1 8.522057720586407e-01 -8.751516361371614e-05 1.000000000000000e+00 NA -0.000000000000000e+00
113 1 8.553701319516015e-01 9.723154789753607e-06 1.000000000000000e+00 NA -0.000000000000000e+00
114 1 8.559012137846054e-01 -9.176099615615385e-05 1.000000000000000e+00 NA -0.000000000000000e+00
115 1 8.564692722064213e-01 -9.972578595807136e-05 1.000000000000000e+00 NA -0.000000000000000e+00
116 1 8.582893500335498e-01 1.000700194708770e-06 1.000000000000000e+00 NA -0.000000000000000e+00
117 1 8.561209066318576e-01 4.246485832481994e-05 1.000000000000000e+00 NA -0.000000000000000e+00
118 1 8.537372623841312e-01 7.032060943856777e-05 1.000000000000000e+00 NA -0.000000000000000e+00
119 1 8.489014625592187e-01 1.423682019776606e-04 1.000000000000000e+00 NA -0.000000000000000e+00
120 1 8.510157704239365e-01 -1.195795825879031e-04 1.000000000000000e+00 NA -0.000000000000000e+00
121 1 8.553832978606694e-01 -5.799251562166319e-05 1.000000000000000e+00 NA -0.000000000000000e+00
122 1 8.511233753234420e-01 9.966147467821429e-05 1.000000000000000e+00 NA -0.000000000000000e+00
123 1 8.528725711067119e-01 -5.901447480027855e-05 1.000000000000000e+00 NA -0.000000000000000e+00
124 1 8.512814790501638e-01 4.251413884048816e-06 1.000000000000000e+00 NA -0.000000000000000e+00
125 1 8.479678875502330e-01 1.668717502525396e-04 1.000000000000000e+00 NA -0.000000000000000e+00
126 1 8.529840758550381e-01 -1.952885620539746e-04 1.000000000000000e+00 NA -0.000000000000000e+00
127 1 8.538718023474781e-01 -8.098417015389714e-05 1.000000000000000e+00 NA -0.000000000000000e+00
128 1 8.560583359847678e-01 5.283412883727578e-05 1.000000000000000e+00 NA -0.000000000000000e+00
129 1 8.546154311577168e-01 3.929002104996471e-05 1.000000000000000e+00 NA -0.000000000000000e+00
130 1 8.525841556296805e-01 9.058697241925984e-05 1.000000000000000e+00 NA -0.000000000000000e+00
131 1 8.536184639459221e-01 -1.185711855669069e-04 1.000000000000000e+00 NA -0.000000000000000e+00
132 1 8.478753999940236e-01 1.189381464428152e-04 1.000000000000000e+00 NA -0.000000000000000e+00
133 1 8.528423890979449e-01 -2.306699661858147e-05 1.000000000000000e+00 NA -0.000000000000000e+00
134 1 8.530797675601393e-01 -4.553991698230675e-05 1.000000000000000e+00 NA -0.000000000000000e+00
135 1 8.498792881496693e-01 2.407596866760287e-05 1.000000000000000e+00 NA -0.000000000000000e+00
136 1 8.521633175201992e-01 -2.127072636994853e-04 1.000000000000000e+00 NA -0.000000000000000e+00
137 1 8.488779985430359e-01 2.954910503376595e-04 1.000000000000000e+00 NA -0.000000000000000e+00
138 1 8.547637327014038e-01 -1.049919785600650e-04 1.000000000000000e+00 NA -0.000000000000000e+00
139 1 8.510609700749525e-01 6.126438961473468e-05 1.000000000000000e+00 NA -0.000000000000000e+00
140 1 8.511823907041746e-01 -6.122452987256111e-05 1.000000000000000e+00 NA -0.000000000000000e+00
141 1 8.506639544437471e-01 -1.775339433152112e-05 1.000000000000000e+00 NA -0.000000000000000e+00
142 1 8.538832727815624e-01 -5.180555376682605e-05 1.000000000000000e+00 NA -0.000000000000000e+00
143 1 8.565093253115466e-01 -1.292229583214066e-04 1.000000000000000e+00 NA -0.000000000000000e+00
144 1 8.610753378179494e-01 -7.668822604500747e-05 1.000000000000000e+00 NA -0.000000000000000e+00
