i getaccept E*A dH rho ddH Q
0 1 9.357596129351166e-01 3.000262210775873e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.208256881246093e-01 5.600185361345211e-04 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.107345006921366e-01 4.648401659324009e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 9.131988498856428e-01 -1.707047883883206e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 9.039101216032233e-01 3.256747261275450e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 9.008759152306198e-01 1.310826555709355e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.989001018303348e-01 9.129272416430467e-05 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.935935088170273e-01 2.099486787301430e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.933144102098011e-01 -3.280430496488407e-05 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.911852258893718e-01 6.637944079557201e-05 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.911202171514119e-01 5.564054981732625e-05 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.994469950616060e-01 -3.574224938347470e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.955341576109902e-01 1.043777770064480e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.955104271715209e-01 8.117055676848395e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.965658909586018e-01 -7.789359665366646e-05 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.974623522808551e-01 -8.010586611817416e-05 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 8.948529665882546e-01 7.796360023348825e-05 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 8.898766015905718e-01 1.548279619782988e-04 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 8.876750110185255e-01 1.530408114831516e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 8.871529415332897e-01 -2.987054540426470e-05 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 8.880723586633494e-01 -7.017364555395034e-05 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 8.892106677440325e-01 1.587395604474295e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 8.954054522959825e-01 -3.780349156841112e-04 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 8.871265968414199e-01 4.144433496549027e-04 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 8.898735168831712e-01 -1.930498713136330e-04 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 8.942665389215509e-01 -1.560281359616056e-04 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 8.927318501915193e-01 1.100463055081491e-05 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 8.890610154071990e-01 1.772810976490291e-04 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 8.863154614962744e-01 1.374089420096425e-04 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 8.902732790582459e-01 -2.364329286592692e-04 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 8.907795794454773e-01 -7.958210335345939e-05 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 8.862078028731815e-01 2.961211732781521e-04 1.000000000000000e+00 NA -0.000000000000000e+00
