t r=1 r=2 r=3 r=4 r=5 r=6 r=7
1    5.914746e-01    5.318373e-01    4.800948e-01    4.336278e-01    3.917675e-01    3.561513e-01    3.235209e-01
2    5.342330e-01    4.428811e-01    3.727743e-01    3.172535e-01    2.714875e-01    2.371577e-01    2.039972e-01
3    4.876351e-01    3.742220e-01    2.990055e-01    2.474234e-01    2.120053e-01    1.852002e-01    1.679647e-01
4    4.507241e-01    3.204205e-01    2.433669e-01    1.982313e-01    1.725958e-01    1.539041e-01    1.507962e-01
5    4.138911e-01    2.716781e-01    2.042551e-01    1.696276e-01    1.499040e-01    1.361792e-01    1.357373e-01
6    3.787208e-01    2.296925e-01    1.660809e-01    1.356798e-01    1.126910e-01    1.071828e-01    1.175659e-01
7    3.467771e-01    1.988786e-01    1.349416e-01    1.076653e-01    8.819692e-02    8.760520e-02    9.831323e-02
8    3.195968e-01    1.744113e-01    1.147831e-01    8.739045e-02    7.101238e-02    7.793678e-02    1.055534e-01
9    2.939301e-01    1.548767e-01    9.779784e-02    8.199092e-02    6.735753e-02    6.455928e-02    9.302090e-02
10    2.718522e-01    1.390489e-01    8.103305e-02    8.087468e-02    6.979272e-02    7.350657e-02    9.025498e-02
11    2.478214e-01    1.250228e-01    6.491017e-02    6.987342e-02    5.431892e-02    6.678661e-02    9.083870e-02
12    2.222487e-01    1.103655e-01    5.707431e-02    6.520095e-02    5.181977e-02    5.259540e-02    7.829773e-02
13    1.978852e-01    9.714705e-02    4.841216e-02    6.345440e-02    3.779029e-02    3.817436e-02    6.806058e-02
14    1.794932e-01    9.106880e-02    4.388476e-02    6.115906e-02    3.846581e-02    4.074328e-02    7.158149e-02
15    1.648604e-01    7.937028e-02    3.907081e-02    5.526864e-02    3.546168e-02    5.061195e-02    9.234665e-02
