i getaccept E*A dH rho ddH Q
0 1 9.357249948907321e-01 1.210931214109223e-02 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.200175778413038e-01 2.692446463697706e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.137560145687674e-01 8.095631119431346e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 9.098109897317369e-01 4.606837246683426e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 9.068014859527680e-01 4.749878744405578e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 9.081978543369187e-01 -3.175513684254838e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 9.039290051182683e-01 5.972368498987635e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 9.016809375862689e-01 3.560173381629284e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 9.009639142294104e-01 1.985883682209533e-05 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 9.014635297273981e-01 4.984919542039279e-06 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.991822328438301e-01 2.366265061937156e-04 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.982823920424916e-01 1.045670651365072e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.977649932490319e-01 -2.587114231573651e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.965568200246825e-01 2.487786923666135e-04 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.927871167521810e-01 6.753496363671729e-04 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.946186419240365e-01 -4.424461149028502e-04 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 8.928378013368039e-01 3.742918206626200e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 8.924678146334074e-01 5.726336985389935e-05 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 8.910825325230203e-01 1.952281591002247e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 8.927878135157609e-01 -2.987797452078667e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 8.902195429984279e-01 3.815210575339734e-04 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 8.911742593608368e-01 -1.856609469541581e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 8.916008935951125e-01 -1.546477415104164e-04 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 8.903641697206967e-01 8.232200070779072e-05 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 8.891203533486312e-01 3.665070316856145e-04 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 8.915593693619768e-01 -6.096749184507644e-04 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 8.903931442987789e-01 1.636046354178688e-04 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 8.878428414750937e-01 6.398683499355684e-04 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 8.874708210810903e-01 -1.022492688207421e-05 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 8.876044570708375e-01 -3.514652598823886e-05 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 8.883149608779576e-01 -8.237011206801981e-05 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 8.883427982099130e-01 -2.465183442836860e-04 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 8.906590513740543e-01 -2.521726337363361e-04 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 8.876327041839567e-01 4.039134055346949e-04 1.000000000000000e+00 NA -0.000000000000000e+00
34 1 8.859542113051463e-01 4.076945442648139e-04 1.000000000000000e+00 NA -0.000000000000000e+00
35 1 8.862411042286872e-01 2.699693777685752e-05 1.000000000000000e+00 NA -0.000000000000000e+00
36 1 8.878222806717876e-01 -2.388401117059402e-04 1.000000000000000e+00 NA -0.000000000000000e+00
37 1 8.843263957296348e-01 7.000277846600511e-04 1.000000000000000e+00 NA -0.000000000000000e+00
38 1 8.871070342399356e-01 -5.231749892118387e-04 1.000000000000000e+00 NA -0.000000000000000e+00
39 1 8.866700400753169e-01 9.145978219748940e-05 1.000000000000000e+00 NA -0.000000000000000e+00
40 1 8.853445350986615e-01 5.807296656712424e-05 1.000000000000000e+00 NA -0.000000000000000e+00
41 1 8.852260053730323e-01 -5.676592081726994e-05 1.000000000000000e+00 NA -0.000000000000000e+00
42 1 8.866194022916121e-01 -1.509843332314631e-04 1.000000000000000e+00 NA -0.000000000000000e+00
43 1 8.852103707200989e-01 2.168342880395357e-04 1.000000000000000e+00 NA -0.000000000000000e+00
44 1 8.859014668866365e-01 -2.305635780430748e-04 1.000000000000000e+00 NA -0.000000000000000e+00
45 1 8.867065109545631e-01 1.004832938633626e-05 1.000000000000000e+00 NA -0.000000000000000e+00
46 1 8.865581061963401e-01 -3.636163819464855e-05 1.000000000000000e+00 NA -0.000000000000000e+00
47 1 8.867709897131127e-01 -1.411514012943371e-04 1.000000000000000e+00 NA -0.000000000000000e+00
48 1 8.888950677373960e-01 -1.483661089878296e-04 1.000000000000000e+00 NA -0.000000000000000e+00
49 1 8.882406092918702e-01 5.462543504108908e-05 1.000000000000000e+00 NA -0.000000000000000e+00
50 1 8.869254571188396e-01 3.677505928862956e-04 1.000000000000000e+00 NA -0.000000000000000e+00
51 1 8.872320943991507e-01 -3.331999951114994e-04 1.000000000000000e+00 NA -0.000000000000000e+00
52 1 8.869604593292146e-01 2.736443630055874e-04 1.000000000000000e+00 NA -0.000000000000000e+00
53 1 8.860876070969997e-01 3.354642376507400e-05 1.000000000000000e+00 NA -0.000000000000000e+00
54 1 8.863675607534299e-01 -3.343798107380280e-05 1.000000000000000e+00 NA -0.000000000000000e+00
55 1 8.849209881401376e-01 2.878759305531275e-04 1.000000000000000e+00 NA -0.000000000000000e+00
56 1 8.840786284088809e-01 7.655430999875534e-05 1.000000000000000e+00 NA -0.000000000000000e+00
57 1 8.818903223267229e-01 3.448124061833369e-04 1.000000000000000e+00 NA -0.000000000000000e+00
58 1 8.829222393714395e-01 -2.948932187791797e-04 1.000000000000000e+00 NA -0.000000000000000e+00
59 1 8.859492377016319e-01 -5.436635492515052e-04 1.000000000000000e+00 NA -0.000000000000000e+00
60 1 8.854940995935898e-01 2.274007692903979e-05 1.000000000000000e+00 NA -0.000000000000000e+00
61 1 8.826728898702788e-01 3.619671551859938e-04 1.000000000000000e+00 NA -0.000000000000000e+00
62 1 8.847011313782196e-01 -2.943386061815545e-04 1.000000000000000e+00 NA -0.000000000000000e+00
63 1 8.818880737225682e-01 3.385393429198302e-04 1.000000000000000e+00 NA -0.000000000000000e+00
64 1 8.827483427733710e-01 -8.561127833672799e-05 1.000000000000000e+00 NA -0.000000000000000e+00
65 1 8.806471403285820e-01 5.334592678991612e-04 1.000000000000000e+00 NA -0.000000000000000e+00
66 1 8.826741998824192e-01 -4.314289672038285e-04 1.000000000000000e+00 NA -0.000000000000000e+00
67 1 8.832055174507160e-01 -6.346833924908424e-05 1.000000000000000e+00 NA -0.000000000000000e+00
68 1 8.835671918052703e-01 9.591175694367848e-05 1.000000000000000e+00 NA -0.000000000000000e+00
69 1 8.849408940889800e-01 -3.250308163842419e-04 1.000000000000000e+00 NA -0.000000000000000e+00
70 1 8.846317392410026e-01 7.141834339563502e-05 1.000000000000000e+00 NA -0.000000000000000e+00
71 1 8.863105425281019e-01 -3.632833158917492e-04 1.000000000000000e+00 NA -0.000000000000000e+00
72 1 8.831605572550865e-01 6.440546940211789e-04 1.000000000000000e+00 NA -0.000000000000000e+00
73 1 8.845648245566827e-01 -4.791696946995216e-04 1.000000000000000e+00 NA -0.000000000000000e+00
74 1 8.847899548152661e-01 -1.074729389074491e-04 1.000000000000000e+00 NA -0.000000000000000e+00
75 1 8.839349300520594e-01 9.335093272966333e-05 1.000000000000000e+00 NA -0.000000000000000e+00
