i getaccept E*A dH rho ddH Q
0 1 9.371573914878782e-01 8.624955556115310e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.198075379959540e-01 2.025244544711313e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.099381997918981e-01 9.390873146912782e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 9.042301752276064e-01 4.690702826337656e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 8.988956554249201e-01 6.217291220309562e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 8.980482998561217e-01 1.336703462584410e-06 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.907160108232253e-01 7.998102910278249e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.892710527365533e-01 7.184718560893089e-05 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.867889467454022e-01 2.187319023505552e-04 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.864173474128307e-01 1.798433868316351e-04 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.843050973780122e-01 1.266043109353632e-04 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.806209793082249e-01 4.132499898332753e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.782374299881346e-01 -1.351861283183098e-05 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.795437121791250e-01 -1.946576776390430e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.769418503138597e-01 2.780030981739401e-04 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.773762837368482e-01 -1.391041023452999e-04 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 8.744844668566840e-01 3.260609009885229e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 8.734203089567997e-01 1.522326174381305e-04 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 8.711479919820451e-01 3.014464218722424e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 8.746897887637731e-01 -3.892603745043743e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 8.721801153351378e-01 1.956708574653021e-04 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 8.709616161163334e-01 1.999901287490502e-04 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 8.708173057097868e-01 -7.704326162638608e-05 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 8.689459653494579e-01 1.678690405242378e-04 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 8.673869423192717e-01 3.456097110756673e-04 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 8.684711817416748e-01 -3.427147512411466e-04 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 8.692520888512374e-01 -1.598737107997295e-04 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 8.655062630275043e-01 5.755702450187528e-04 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 8.653189515487563e-01 -2.619581209728494e-06 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 8.646962924258856e-01 6.539052810694557e-05 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 8.625373804520908e-01 3.677109179989202e-04 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 8.607678121737182e-01 -1.432630324416095e-05 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 8.657614132843541e-01 -5.165398288227152e-04 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 8.630013736464559e-01 1.658669480093522e-04 1.000000000000000e+00 NA -0.000000000000000e+00
34 1 8.610392362499557e-01 4.956603170285234e-04 1.000000000000000e+00 NA -0.000000000000000e+00
35 1 8.613466382986497e-01 -8.875206003722269e-05 1.000000000000000e+00 NA -0.000000000000000e+00
36 1 8.627763281542432e-01 -2.832698373822495e-05 1.000000000000000e+00 NA -0.000000000000000e+00
37 1 8.589165153982009e-01 4.098305889783660e-04 1.000000000000000e+00 NA -0.000000000000000e+00
38 1 8.624130624570628e-01 -4.050620354973944e-04 1.000000000000000e+00 NA -0.000000000000000e+00
39 1 8.620179139492637e-01 1.303094277318451e-04 1.000000000000000e+00 NA -0.000000000000000e+00
40 1 8.615263892046405e-01 -4.732334673462901e-06 1.000000000000000e+00 NA -0.000000000000000e+00
41 1 8.614434199727303e-01 -9.109584971156437e-05 1.000000000000000e+00 NA -0.000000000000000e+00
42 1 8.626502128189386e-01 -3.445999936957378e-06 1.000000000000000e+00 NA -0.000000000000000e+00
43 1 8.597073277106225e-01 2.348212283322937e-04 1.000000000000000e+00 NA -0.000000000000000e+00
44 1 8.591736227126848e-01 1.518846120234230e-04 1.000000000000000e+00 NA -0.000000000000000e+00
45 1 8.624248121136860e-01 -2.954826404675259e-04 1.000000000000000e+00 NA -0.000000000000000e+00
46 1 8.615673195938911e-01 7.555972297268454e-05 1.000000000000000e+00 NA -0.000000000000000e+00
47 1 8.631152403718866e-01 -2.572493376646889e-04 1.000000000000000e+00 NA -0.000000000000000e+00
48 1 8.644183662312239e-01 -5.301393593981629e-05 1.000000000000000e+00 NA -0.000000000000000e+00
49 1 8.655126799877917e-01 -2.522347831472871e-04 1.000000000000000e+00 NA -0.000000000000000e+00
50 1 8.635348623329828e-01 4.705679884864367e-04 1.000000000000000e+00 NA -0.000000000000000e+00
51 1 8.649094876365835e-01 -3.832344582406222e-04 1.000000000000000e+00 NA -0.000000000000000e+00
52 1 8.640579940491397e-01 2.852346824511187e-04 1.000000000000000e+00 NA -0.000000000000000e+00
53 1 8.634640713677723e-01 -4.814581552636810e-05 1.000000000000000e+00 NA -0.000000000000000e+00
54 1 8.612624262626238e-01 2.166214517274057e-04 1.000000000000000e+00 NA -0.000000000000000e+00
55 1 8.591926524692712e-01 2.398873884885688e-04 1.000000000000000e+00 NA -0.000000000000000e+00
56 1 8.554116296261527e-01 4.363023026598967e-04 1.000000000000000e+00 NA -0.000000000000000e+00
57 1 8.538165913479363e-01 9.435625906917267e-05 1.000000000000000e+00 NA -0.000000000000000e+00
58 1 8.574668941598752e-01 -4.179155166639248e-04 1.000000000000000e+00 NA -0.000000000000000e+00
59 1 8.588405832950881e-01 -3.021847205673112e-04 1.000000000000000e+00 NA -0.000000000000000e+00
60 1 8.578997198057332e-01 1.276151942875003e-04 1.000000000000000e+00 NA -0.000000000000000e+00
61 1 8.554690703014557e-01 7.403739891742589e-05 1.000000000000000e+00 NA -0.000000000000000e+00
62 1 8.580015546583570e-01 -3.333215590828331e-05 1.000000000000000e+00 NA -0.000000000000000e+00
63 1 8.564471428975395e-01 7.949700102471979e-05 1.000000000000000e+00 NA -0.000000000000000e+00
64 1 8.575575377877938e-01 -1.252116335308529e-04 1.000000000000000e+00 NA -0.000000000000000e+00
65 1 8.542136372591880e-01 6.583214872080134e-04 1.000000000000000e+00 NA -0.000000000000000e+00
66 1 8.562933109323501e-01 -4.529549787548603e-04 1.000000000000000e+00 NA -0.000000000000000e+00
67 1 8.594597871584529e-01 -3.573613757907879e-04 1.000000000000000e+00 NA -0.000000000000000e+00
68 1 8.585184260803281e-01 3.825541980404523e-04 1.000000000000000e+00 NA -0.000000000000000e+00
69 1 8.577021192827652e-01 -8.690958475199295e-05 1.000000000000000e+00 NA -0.000000000000000e+00
70 1 8.570112390821099e-01 -5.309285643306794e-05 1.000000000000000e+00 NA -0.000000000000000e+00
71 1 8.587718386959132e-01 -1.818656683099107e-04 1.000000000000000e+00 NA -0.000000000000000e+00
72 1 8.588982702497613e-01 1.162199623649940e-06 1.000000000000000e+00 NA -0.000000000000000e+00
73 1 8.572588044850790e-01 7.925787940621376e-05 1.000000000000000e+00 NA -0.000000000000000e+00
74 1 8.568004615263101e-01 -1.801733560569119e-05 1.000000000000000e+00 NA -0.000000000000000e+00
75 1 8.543348620486890e-01 1.374422563458211e-04 1.000000000000000e+00 NA -0.000000000000000e+00
76 1 8.565134940616003e-01 -1.608788734301925e-04 1.000000000000000e+00 NA -0.000000000000000e+00
77 1 8.533212152779326e-01 3.706842908286490e-04 1.000000000000000e+00 NA -0.000000000000000e+00
78 1 8.530899579580311e-01 8.369351144210668e-05 1.000000000000000e+00 NA -0.000000000000000e+00
79 1 8.526334119814896e-01 -1.173008631667471e-04 1.000000000000000e+00 NA -0.000000000000000e+00
80 1 8.519482007804342e-01 1.586485195730347e-04 1.000000000000000e+00 NA -0.000000000000000e+00
81 1 8.537896108026362e-01 -2.984996599479928e-04 1.000000000000000e+00 NA -0.000000000000000e+00
82 1 8.559786093237124e-01 2.162295459129382e-05 1.000000000000000e+00 NA -0.000000000000000e+00
83 1 8.535794131515637e-01 1.144843399742967e-04 1.000000000000000e+00 NA -0.000000000000000e+00
84 1 8.585136107830189e-01 -4.060922583448701e-04 1.000000000000000e+00 NA -0.000000000000000e+00
85 1 8.591973750745734e-01 -1.866643124230905e-04 1.000000000000000e+00 NA -0.000000000000000e+00
86 1 8.572714644754844e-01 1.563455152790993e-04 1.000000000000000e+00 NA -0.000000000000000e+00
87 1 8.547175971307711e-01 3.353728661750210e-04 1.000000000000000e+00 NA -0.000000000000000e+00
88 1 8.525853250422439e-01 1.201434761242126e-04 1.000000000000000e+00 NA -0.000000000000000e+00
89 1 8.548652597717925e-01 -3.131088369627832e-04 1.000000000000000e+00 NA -0.000000000000000e+00
90 1 8.536735214321177e-01 1.172761121779331e-04 1.000000000000000e+00 NA -0.000000000000000e+00
91 1 8.559157824474559e-01 -2.821412208504626e-04 1.000000000000000e+00 NA -0.000000000000000e+00
92 1 8.550998576825891e-01 2.078954821627121e-04 1.000000000000000e+00 NA -0.000000000000000e+00
93 1 8.522484201874795e-01 3.222067925889860e-04 1.000000000000000e+00 NA -0.000000000000000e+00
94 1 8.540235828016428e-01 -2.287834277012735e-04 1.000000000000000e+00 NA -0.000000000000000e+00
95 1 8.516298715929472e-01 3.392737080503139e-04 1.000000000000000e+00 NA -0.000000000000000e+00
96 1 8.519396329274467e-01 -2.638007299538003e-05 1.000000000000000e+00 NA -0.000000000000000e+00
97 1 8.516803646904789e-01 -2.018552004301455e-05 1.000000000000000e+00 NA -0.000000000000000e+00
98 1 8.523232587891674e-01 -2.325141394976526e-07 1.000000000000000e+00 NA -0.000000000000000e+00
99 1 8.521633585790560e-01 -6.004220449540298e-05 1.000000000000000e+00 NA -0.000000000000000e+00
100 1 8.530899111319937e-01 -2.408943255431950e-04 1.000000000000000e+00 NA -0.000000000000000e+00
101 1 8.530132639157104e-01 8.971634906629333e-05 1.000000000000000e+00 NA -0.000000000000000e+00
102 1 8.502193150234822e-01 3.510879732857575e-04 1.000000000000000e+00 NA -0.000000000000000e+00
103 1 8.540168493468150e-01 -5.442705678433413e-04 1.000000000000000e+00 NA -0.000000000000000e+00
104 1 8.565132799047601e-01 -1.745985928209848e-04 1.000000000000000e+00 NA -0.000000000000000e+00
105 1 8.540773233403227e-01 2.555245455369004e-04 1.000000000000000e+00 NA -0.000000000000000e+00
106 1 8.579636984110599e-01 -3.710190803758451e-04 1.000000000000000e+00 NA -0.000000000000000e+00
107 1 8.598790653311640e-01 -2.200631934101693e-04 1.000000000000000e+00 NA -0.000000000000000e+00
108 1 8.578273953050211e-01 2.420322043690248e-04 1.000000000000000e+00 NA -0.000000000000000e+00
109 1 8.586056658000719e-01 -4.571967019728618e-05 1.000000000000000e+00 NA -0.000000000000000e+00
110 1 8.564146693560730e-01 1.417599223714205e-04 1.000000000000000e+00 NA -0.000000000000000e+00
111 1 8.568901144831585e-01 -7.398944035230670e-06 1.000000000000000e+00 NA -0.000000000000000e+00
112 1 8.582357381406960e-01 -1.127364976127865e-04 1.000000000000000e+00 NA -0.000000000000000e+00
113 1 8.586418476051204e-01 7.878934502514312e-05 1.000000000000000e+00 NA -0.000000000000000e+00
114 1 8.586830842504143e-01 -1.017899676298839e-04 1.000000000000000e+00 NA -0.000000000000000e+00
115 1 8.573411255160781e-01 1.711886216071434e-04 1.000000000000000e+00 NA -0.000000000000000e+00
116 1 8.547966074971203e-01 3.275983317507780e-04 1.000000000000000e+00 NA -0.000000000000000e+00
117 1 8.533248697652677e-01 2.757755328275380e-04 1.000000000000000e+00 NA -0.000000000000000e+00
118 1 8.525784215368023e-01 -9.150465848506428e-05 1.000000000000000e+00 NA -0.000000000000000e+00
119 1 8.554375964570591e-01 -3.451450920692878e-04 1.000000000000000e+00 NA -0.000000000000000e+00
120 1 8.578608835214911e-01 -2.309730480192229e-04 1.000000000000000e+00 NA -0.000000000000000e+00
121 1 8.560205604652114e-01 2.089398758471361e-04 1.000000000000000e+00 NA -0.000000000000000e+00
122 1 8.535974861476971e-01 1.662241020312649e-04 1.000000000000000e+00 NA -0.000000000000000e+00
123 1 8.532946270517343e-01 -5.415998202806804e-06 1.000000000000000e+00 NA -0.000000000000000e+00
