t r=1 r=2 r=3 r=4 r=5 r=6 r=7 r=8 r=9 r=10 r=11 r=12 r=13 r=14 r=15
1    5.694867e-01    5.017344e-01    4.473907e-01    3.994394e-01    3.588056e-01    3.214326e-01    2.866202e-01    2.556706e-01    2.307049e-01    2.079894e-01    1.878277e-01    1.696852e-01    1.553515e-01    1.421355e-01    1.327434e-01
2    5.018857e-01    4.095332e-01    3.436149e-01    2.896205e-01    2.463141e-01    2.109535e-01    1.763205e-01    1.498656e-01    1.300430e-01    1.145010e-01    1.026434e-01    9.262394e-02    8.134096e-02    7.044232e-02    6.498400e-02
3    4.447152e-01    3.391160e-01    2.761747e-01    2.244464e-01    1.847077e-01    1.546435e-01    1.223839e-01    1.013478e-01    8.806495e-02    7.457731e-02    6.519710e-02    6.078969e-02    5.015424e-02    3.953282e-02    3.546943e-02
4    3.938050e-01    2.797505e-01    2.224060e-01    1.693917e-01    1.345996e-01    1.079689e-01    7.908642e-02    6.441061e-02    5.190613e-02    4.228508e-02    3.118942e-02    2.464722e-02    2.009054e-02    1.618478e-02    1.009504e-02
5    3.491654e-01    2.346698e-01    1.793553e-01    1.318845e-01    1.084798e-01    8.523670e-02    6.125437e-02    4.890308e-02    4.150680e-02    4.400619e-02    3.587967e-02    2.741496e-02    2.514507e-02    1.922829e-02    1.966860e-02
6    3.098755e-01    1.947490e-01    1.426230e-01    9.909971e-02    7.768050e-02    5.462072e-02    3.582243e-02    2.914609e-02    1.126167e-02    1.498722e-02    6.231958e-03    3.436083e-03    2.618882e-03   -4.772101e-03   -1.196619e-02
7    2.760709e-01    1.622464e-01    1.140469e-01    7.706436e-02    6.068773e-02    3.853102e-02    2.124577e-02    2.042921e-02    1.001450e-02    1.448197e-02    1.297089e-02    1.808502e-02    1.577394e-02    9.928316e-03    8.062021e-03
8    2.456622e-01    1.354425e-01    9.236116e-02    6.169698e-02    5.128959e-02    2.851054e-02    2.424231e-02    1.330405e-02    2.583437e-03    5.080768e-03    8.207313e-03    1.289253e-03    2.821208e-03   -3.311235e-05   -2.683177e-03
9    2.172775e-01    1.109394e-01    7.237583e-02    4.756157e-02    3.940213e-02    2.016865e-02    2.110310e-02    1.300772e-02    3.927033e-03    1.093987e-02    1.261755e-02    4.302730e-03    4.289969e-03    1.297773e-02    8.981887e-03
10    1.913574e-01    9.409770e-02    5.892895e-02    3.634014e-02    3.786740e-02    2.212665e-02    1.402452e-02    3.974347e-03   -9.706808e-04    9.513584e-03    1.329996e-02    3.268992e-03   -1.933490e-03    3.130155e-03   -4.681346e-03
11    1.696627e-01    7.665125e-02    4.811365e-02    3.024489e-02    3.272134e-02    1.797292e-02    5.647407e-03   -2.825715e-03   -7.469630e-03    2.506881e-03    3.314949e-03    3.831775e-03    5.555794e-03    3.421162e-03    1.257658e-02
12    1.504366e-01    6.414117e-02    3.902524e-02    2.576799e-02    2.430508e-02    1.174048e-02    3.725687e-03    3.140543e-03   -1.286259e-02   -6.651678e-03    4.769504e-03   -1.562259e-03    5.748086e-03   -1.973116e-03    8.747421e-03
13    1.365231e-01    5.630105e-02    3.672790e-02    2.564970e-02    2.227166e-02    1.162064e-02    4.812135e-03    1.282989e-02   -8.724109e-03   -2.332555e-03    2.625137e-03   -4.328846e-04    5.255020e-03    9.286411e-03    7.605361e-03
14    1.250249e-01    5.031771e-02    3.269115e-02    2.557174e-02    2.162534e-02    1.547201e-02    1.660002e-04    1.504111e-02   -4.733777e-03    1.289104e-02    7.550020e-03    7.134565e-04    1.024324e-02    1.276499e-02    1.215397e-02
15    1.129669e-01    4.377474e-02    2.834264e-02    1.763500e-02    2.496158e-02    2.204038e-02   -9.066064e-03    1.490840e-02   -5.579976e-03    1.611627e-02    1.040000e-02   -2.008326e-03    2.280269e-04    1.058138e-02    2.396453e-02
