i getaccept E*A dH rho ddH Q
0 1 9.384665976345115e-01 1.221767061679202e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.184440402696731e-01 3.983607202826533e-04 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.057254876884964e-01 2.220615656369773e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 8.964495001814725e-01 1.748307188336184e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 8.840654255882164e-01 2.145275627754017e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 8.718289492697548e-01 1.860723746176518e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.665872067850193e-01 1.429819351415063e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.587711795436952e-01 1.228830110449053e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.556689285322812e-01 2.795964746837853e-05 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.506793444438880e-01 1.002328804133867e-04 1.000000000000000e+00 NA -0.000000000000000e+00
