i getaccept E*A dH rho ddH Q
0 1 9.143537762235306e-01 3.086172761868511e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 8.716843678859171e-01 1.736687675474968e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 8.372026814265082e-01 1.381973456773267e-03 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 8.189004831617993e-01 8.025773668123293e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 8.028822339068992e-01 6.337749055091990e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 7.899907635166645e-01 4.665351580115384e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 7.788420711226391e-01 4.415432285895804e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 7.634464820752640e-01 4.542887145362329e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 7.530433377500083e-01 3.548174727256992e-04 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 7.555697950016249e-01 1.058562156686094e-04 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 7.470937726921556e-01 2.895192683354253e-04 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 7.415890371091478e-01 1.516924821771681e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 7.319146373241290e-01 3.397946065888391e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 7.313321216330492e-01 -3.282767283963040e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 7.285197898147335e-01 1.315215395152336e-04 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 7.188066710925423e-01 2.363463072470040e-04 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 7.123123520963915e-01 2.154328058168176e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 7.100564944256123e-01 3.015238326042891e-05 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 7.075232203536543e-01 1.123693200497655e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 7.098174646446789e-01 1.563439855090110e-05 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 7.069147008053421e-01 3.547258893377148e-05 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 7.086553466043330e-01 -5.755957772635156e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 7.134765303994612e-01 -7.681660827074666e-05 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 7.072257221518656e-01 1.465768182242755e-04 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 7.059524932560750e-01 3.228393416065956e-05 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 7.006334195833622e-01 1.333388518105494e-04 1.000000000000000e+00 NA -0.000000000000000e+00
