t r=1 r=2 r=3 r=4 r=5 r=6 r=7 r=8 r=9 r=10 r=11 r=12 r=13 r=14 r=15
1    3.210617e-01    1.584708e-01    8.149900e-02    4.379599e-02    2.436774e-02    1.523807e-02    7.615350e-03    5.467680e-03    8.830974e-03    5.853720e-03    1.263841e-03    4.113351e-03    1.041323e-02    1.145802e-02    9.820126e-03 
2    1.540432e-01    3.473363e-02    6.069738e-03   -4.895204e-03   -1.300951e-02   -1.325364e-02   -6.508077e-03    8.330217e-04   -1.879791e-03   -5.346767e-03   -5.744379e-04   -2.210158e-03   -5.282249e-03    3.300279e-03    5.078386e-03 
3    7.303793e-02    3.047850e-03    3.494405e-03    4.207586e-03   -7.093049e-03   -6.288315e-03    3.261570e-03   -5.992556e-03    2.777005e-04   -5.619044e-03    3.435629e-03    9.067101e-03    2.212982e-03    5.981147e-03   -2.173349e-03 
4    3.432315e-02    8.370193e-04    7.265939e-04    4.475077e-03    8.103992e-03    2.463605e-03   -1.684153e-03    6.212495e-03   -1.996943e-03   -5.531929e-03   -2.188479e-03    4.785111e-03   -3.386124e-03   -4.832028e-03    6.738592e-04 
5    1.895021e-02   -3.660498e-03    5.185922e-03    5.888547e-03   -1.584050e-03   -1.117517e-02   -2.987452e-03    1.749769e-03   -7.882264e-03   -3.483340e-04    3.159105e-03    3.202479e-03   -1.879757e-03    1.311438e-03   -3.013615e-03 
6    5.026493e-03   -6.610498e-04   -9.031483e-03    7.058174e-03    3.229670e-03   -1.918030e-03   -4.690558e-04   -1.426225e-03   -1.374622e-03   -1.844867e-03   -1.372237e-03   -2.071533e-03    6.769028e-04    5.033760e-03    9.937602e-04 
7    2.758022e-03   -9.582661e-04   -5.115092e-03    6.504644e-03   -3.112670e-05   -1.500587e-03    5.545968e-03    6.662358e-03   -4.556765e-03   -2.546214e-03    8.460676e-04   -2.673324e-04    6.588918e-04    3.280693e-03   -3.468646e-03 
8   -9.650628e-03    2.380592e-04    1.262723e-03   -1.853577e-03   -8.574420e-03    1.457054e-03   -6.471773e-03    2.814402e-04   -7.429849e-04   -7.808232e-03    1.307832e-03    4.779106e-04   -4.093003e-04    1.460547e-03    5.530061e-03 
9   -1.237549e-02    3.121294e-03   -6.266221e-03    6.352520e-05   -1.969491e-03   -1.310015e-02    1.391594e-03    3.016823e-03   -2.032479e-03    1.106745e-02    2.007919e-03    8.536362e-03    5.968532e-03   -1.144887e-03    2.065160e-04 
10   -8.864354e-03    4.810636e-03    2.290905e-03   -3.915578e-03   -4.938165e-03   -6.003435e-03   -5.407696e-03   -1.818348e-03    1.518110e-04   -3.890455e-04   -1.655382e-03   -1.849017e-03   -1.952228e-03    9.679757e-03   -3.821835e-03 
11   -4.166233e-03    6.001735e-03    4.334853e-03    1.889843e-03   -6.167842e-03   -1.607310e-05   -2.444501e-03    1.373870e-03   -6.936058e-03    4.207648e-03    6.344710e-03    3.180438e-03    5.501818e-04   -2.094131e-03    7.240712e-03 
12   -5.367624e-03   -7.440173e-03   -3.460453e-03    4.788081e-03   -1.464419e-03    5.064346e-03    9.091514e-04    3.652315e-03   -3.164355e-03   -4.728915e-03    8.822909e-03    2.471093e-03    1.295545e-04   -1.142099e-03    6.168865e-03 
13    7.226008e-03   -6.483664e-03   -7.599055e-03    2.813460e-03   -5.615926e-03   -6.444783e-04   -3.467970e-03   -3.986735e-04    2.690757e-03    5.344275e-03   -1.148213e-03   -3.749141e-03    1.484044e-03    6.861570e-03   -1.029897e-03 
14    8.523917e-03   -1.066149e-02   -4.320162e-03    5.082807e-04   -5.492084e-03   -4.504582e-04   -5.081453e-03    4.263329e-03   -4.869591e-03    8.722348e-03    4.176187e-03    4.140878e-04    6.090915e-03    3.779186e-03    7.362543e-03 
15    5.707536e-03   -1.179660e-02    4.996472e-03   -7.177083e-03   -9.571114e-03    6.364197e-03   -5.475305e-03   -1.813496e-03   -1.406544e-02    1.853594e-03    9.812923e-04    6.494321e-03    1.155142e-02   -2.214474e-03   -8.436062e-03 
