i getaccept E*A dH rho ddH Q
0 1 2.907406921154902e-01 -1.113613786674250e-02 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 3.842272676724112e-01 -3.584199768738472e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 4.258779596058711e-01 -1.774040085365414e-03 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 4.414271004375993e-01 -8.098051666820538e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 4.520546143630578e-01 -1.281758422919665e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 4.792226186749297e-01 -1.430978706594033e-03 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 4.783718106898268e-01 -4.920862829749240e-05 1.000000000000000e+00 NA -0.000000000000000e+00
