i getaccept E*A dH rho ddH Q
0 1 8.511526079386541e-01 8.797101340860536e-04 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 7.891097057915037e-01 4.035617405406811e-04 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 7.430796624400667e-01 3.060755154820072e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 7.280197058166669e-01 1.273759121431794e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 7.065930382831850e-01 1.158035304342775e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 6.854287099744276e-01 1.182463095119601e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 6.543938372696556e-01 1.238638340055331e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 6.433825089255112e-01 5.806628746540810e-05 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 6.299196976955810e-01 7.275198731804267e-05 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 6.217725366433143e-01 7.123949444576283e-06 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 6.054778124437821e-01 9.953329185918847e-05 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 6.194390010655779e-01 -2.370509787397168e-05 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 6.189363376515012e-01 6.097203367971815e-06 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 6.217300090187386e-01 2.266875981149497e-06 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 6.104595234895829e-01 5.440037671178288e-05 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 5.980481843538403e-01 3.734004258149071e-05 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 5.873983359064341e-01 7.033255792521231e-05 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 5.891412747941452e-01 -3.307286078779725e-06 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 5.749275142608443e-01 6.594459432562871e-05 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 5.755447929583913e-01 3.679294513858622e-05 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 5.712547379026411e-01 2.010164553212235e-05 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 5.852518794044043e-01 -3.853842554235598e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 5.914902193363516e-01 -3.740299553101067e-05 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 5.626002201262603e-01 7.449163808814774e-05 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 5.877024182130390e-01 -7.064341457407863e-05 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 5.866816368206518e-01 -1.015932457448798e-05 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 5.878362976946081e-01 -9.065259973795037e-06 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 5.746554287668431e-01 -7.044252924970351e-06 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 5.813579714982080e-01 -2.597151160443900e-05 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 5.924136900932895e-01 -4.960764363204362e-05 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 5.872048889600713e-01 6.797941045988409e-05 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 5.816498324025265e-01 3.010607406395138e-05 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 5.709728825104667e-01 3.904332606907701e-05 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 5.684518679261674e-01 1.043997849592415e-05 1.000000000000000e+00 NA -0.000000000000000e+00
34 1 5.640695810732669e-01 4.711299743576092e-05 1.000000000000000e+00 NA -0.000000000000000e+00
35 1 5.548834168260779e-01 -3.103587982877798e-05 1.000000000000000e+00 NA -0.000000000000000e+00
36 1 5.641476882866484e-01 -6.008361265230633e-05 1.000000000000000e+00 NA -0.000000000000000e+00
37 1 5.808080492293457e-01 -7.002939560152299e-05 1.000000000000000e+00 NA -0.000000000000000e+00
38 1 5.830932366945536e-01 -4.141276394875604e-05 1.000000000000000e+00 NA -0.000000000000000e+00
39 1 5.943093447458048e-01 -4.560688307719829e-05 1.000000000000000e+00 NA -0.000000000000000e+00
40 1 5.791030089097899e-01 6.870990705465374e-05 1.000000000000000e+00 NA -0.000000000000000e+00
41 1 5.885568484814743e-01 -5.595216180154239e-05 1.000000000000000e+00 NA -0.000000000000000e+00
42 1 5.841658662211524e-01 4.968113353243098e-05 1.000000000000000e+00 NA -0.000000000000000e+00
43 1 5.852446795999845e-01 -5.770542520622257e-05 1.000000000000000e+00 NA -0.000000000000000e+00
44 1 5.777655646870505e-01 3.081999125242874e-05 1.000000000000000e+00 NA -0.000000000000000e+00
45 1 5.681964727340214e-01 1.246591659764817e-05 1.000000000000000e+00 NA -0.000000000000000e+00
46 1 5.796322195873684e-01 -3.687177900246752e-05 1.000000000000000e+00 NA -0.000000000000000e+00
47 1 5.938963076030239e-01 -5.133198737894418e-05 1.000000000000000e+00 NA -0.000000000000000e+00
48 1 5.993560786115033e-01 1.667181527409412e-05 1.000000000000000e+00 NA -0.000000000000000e+00
49 1 5.932440175847953e-01 1.702662279967626e-05 1.000000000000000e+00 NA -0.000000000000000e+00
50 1 6.015466687919817e-01 -3.438624912632804e-05 1.000000000000000e+00 NA -0.000000000000000e+00
51 1 5.868478646324073e-01 4.569743350657518e-05 1.000000000000000e+00 NA -0.000000000000000e+00
52 1 5.812905133905689e-01 5.000959276912909e-05 1.000000000000000e+00 NA -0.000000000000000e+00
53 1 5.805218055051989e-01 2.374648101977073e-05 1.000000000000000e+00 NA -0.000000000000000e+00
54 1 5.902747231874023e-01 -2.279571799590485e-05 1.000000000000000e+00 NA -0.000000000000000e+00
55 1 5.955859752674544e-01 -4.587780540532549e-05 1.000000000000000e+00 NA -0.000000000000000e+00
56 1 6.015364181335359e-01 1.166995116363978e-05 1.000000000000000e+00 NA -0.000000000000000e+00
57 1 5.913819854803886e-01 1.724393678159686e-05 1.000000000000000e+00 NA -0.000000000000000e+00
58 1 5.757784678680067e-01 9.765666118255467e-05 1.000000000000000e+00 NA -0.000000000000000e+00
59 1 5.790922520393522e-01 -2.074921576422639e-05 1.000000000000000e+00 NA -0.000000000000000e+00
60 1 5.823603901949139e-01 -4.612942711901269e-05 1.000000000000000e+00 NA -0.000000000000000e+00
61 1 5.860298190457800e-01 -4.972808619641000e-05 1.000000000000000e+00 NA -0.000000000000000e+00
62 1 5.960883155173915e-01 -5.677539888893079e-05 1.000000000000000e+00 NA -0.000000000000000e+00
63 1 5.954200275133693e-01 8.608483085481566e-06 1.000000000000000e+00 NA -0.000000000000000e+00
64 1 5.931905815670249e-01 -3.330771733089932e-06 1.000000000000000e+00 NA -0.000000000000000e+00
65 1 5.864940134239975e-01 2.224285958618566e-05 1.000000000000000e+00 NA -0.000000000000000e+00
66 1 5.799716787265814e-01 4.159847344453738e-05 1.000000000000000e+00 NA -0.000000000000000e+00
67 1 5.796334196141837e-01 1.009022184916830e-05 1.000000000000000e+00 NA -0.000000000000000e+00
68 1 5.904345305350411e-01 -4.718529999081511e-05 1.000000000000000e+00 NA -0.000000000000000e+00
69 1 5.986975467363065e-01 -6.723163210153871e-05 1.000000000000000e+00 NA -0.000000000000000e+00
70 1 5.829718891419682e-01 8.981049973044719e-05 1.000000000000000e+00 NA -0.000000000000000e+00
71 1 5.874092085555489e-01 -2.617606514832005e-05 1.000000000000000e+00 NA -0.000000000000000e+00
72 1 5.769576596821520e-01 4.636110588762676e-05 1.000000000000000e+00 NA -0.000000000000000e+00
73 1 5.971322018360984e-01 -6.531386156893859e-05 1.000000000000000e+00 NA -0.000000000000000e+00
74 1 5.794347027278117e-01 5.881200308976986e-05 1.000000000000000e+00 NA -0.000000000000000e+00
75 1 5.779533221902189e-01 -1.971852043425315e-05 1.000000000000000e+00 NA -0.000000000000000e+00
76 1 5.880596094205719e-01 -2.490893143658468e-05 1.000000000000000e+00 NA -0.000000000000000e+00
77 1 5.799633633567285e-01 1.810970229598752e-05 1.000000000000000e+00 NA -0.000000000000000e+00
78 1 5.775009734260825e-01 3.273161291872384e-05 1.000000000000000e+00 NA -0.000000000000000e+00
79 1 5.804877144092671e-01 -7.213762501123711e-06 1.000000000000000e+00 NA -0.000000000000000e+00
80 1 5.667195134005252e-01 8.385551700484939e-05 1.000000000000000e+00 NA -0.000000000000000e+00
81 1 5.757567812812837e-01 -1.198105246658088e-05 1.000000000000000e+00 NA -0.000000000000000e+00
82 1 5.896169032973937e-01 -5.989406963635702e-05 1.000000000000000e+00 NA -0.000000000000000e+00
83 1 6.002051336984016e-01 -7.786297260281572e-05 1.000000000000000e+00 NA -0.000000000000000e+00
84 1 5.990752690585927e-01 -3.420864118197642e-05 1.000000000000000e+00 NA -0.000000000000000e+00
85 1 6.023763464977333e-01 1.581107289894135e-05 1.000000000000000e+00 NA -0.000000000000000e+00
86 1 5.916730564852940e-01 3.235799522371963e-05 1.000000000000000e+00 NA -0.000000000000000e+00
87 1 5.804655911538653e-01 3.127143986603187e-05 1.000000000000000e+00 NA -0.000000000000000e+00
88 1 5.708621297603099e-01 6.946335975044349e-05 1.000000000000000e+00 NA -0.000000000000000e+00
89 1 5.798839588828187e-01 -1.821852106331789e-05 1.000000000000000e+00 NA -0.000000000000000e+00
90 1 5.701395423345572e-01 4.006695462521748e-05 1.000000000000000e+00 NA -0.000000000000000e+00
91 1 5.661166604968342e-01 2.138527088391129e-05 1.000000000000000e+00 NA -0.000000000000000e+00
92 1 5.831547125624446e-01 -8.172193793143379e-05 1.000000000000000e+00 NA -0.000000000000000e+00
93 1 5.886544202796812e-01 -7.296330295503139e-06 1.000000000000000e+00 NA -0.000000000000000e+00
94 1 5.885410291072850e-01 -5.062409582023975e-05 1.000000000000000e+00 NA -0.000000000000000e+00
95 1 5.819218673972359e-01 2.360243615839863e-05 1.000000000000000e+00 NA -0.000000000000000e+00
96 1 5.867009913156327e-01 -4.853385848946346e-05 1.000000000000000e+00 NA -0.000000000000000e+00
97 1 5.896492612469471e-01 5.814256837766152e-06 1.000000000000000e+00 NA -0.000000000000000e+00
98 1 5.993669153482686e-01 1.509020103185321e-05 1.000000000000000e+00 NA -0.000000000000000e+00
99 1 5.820168169911499e-01 1.860425595623383e-05 1.000000000000000e+00 NA -0.000000000000000e+00
100 1 5.949913893005198e-01 -5.917604880778526e-05 1.000000000000000e+00 NA -0.000000000000000e+00
101 1 6.029035215530272e-01 -7.509053148169187e-06 1.000000000000000e+00 NA -0.000000000000000e+00
102 1 5.955134163677132e-01 6.602279449907655e-05 1.000000000000000e+00 NA -0.000000000000000e+00
103 1 6.035972756495143e-01 -6.148818079054763e-05 1.000000000000000e+00 NA -0.000000000000000e+00
104 1 6.173873961388749e-01 -4.977021740160126e-05 1.000000000000000e+00 NA -0.000000000000000e+00
105 1 6.052077261547588e-01 3.840201293314749e-05 1.000000000000000e+00 NA -0.000000000000000e+00
106 1 6.084794998318227e-01 -4.260143441570108e-05 1.000000000000000e+00 NA -0.000000000000000e+00
107 1 6.048419880763145e-01 3.027551224477065e-05 1.000000000000000e+00 NA -0.000000000000000e+00
108 1 5.867514807755781e-01 7.636782834197220e-05 1.000000000000000e+00 NA -0.000000000000000e+00
109 1 5.998792519733013e-01 -1.920845443237340e-05 1.000000000000000e+00 NA -0.000000000000000e+00
110 1 5.859064423668455e-01 4.409928465065605e-05 1.000000000000000e+00 NA -0.000000000000000e+00
111 1 5.932178456040599e-01 -4.292335847821960e-05 1.000000000000000e+00 NA -0.000000000000000e+00
112 1 5.843774053965519e-01 7.998076785042940e-05 1.000000000000000e+00 NA -0.000000000000000e+00
113 1 5.816029110403995e-01 1.833506667026086e-05 1.000000000000000e+00 NA -0.000000000000000e+00
114 1 5.870775862489050e-01 -5.289442879075068e-05 1.000000000000000e+00 NA -0.000000000000000e+00
115 1 5.723079843565441e-01 1.734658690111246e-05 1.000000000000000e+00 NA -0.000000000000000e+00
116 1 5.722894734942183e-01 -2.950348289232352e-06 1.000000000000000e+00 NA -0.000000000000000e+00
117 1 5.835408054554725e-01 -5.496537528415502e-05 1.000000000000000e+00 NA -0.000000000000000e+00
118 1 5.772322174665110e-01 5.248216825748386e-05 1.000000000000000e+00 NA -0.000000000000000e+00
119 1 5.980459199515192e-01 -7.811194018358947e-05 1.000000000000000e+00 NA -0.000000000000000e+00
120 1 6.055716804073989e-01 -1.664176352278446e-06 1.000000000000000e+00 NA -0.000000000000000e+00
121 1 6.041618988101743e-01 -2.547326630519819e-06 1.000000000000000e+00 NA -0.000000000000000e+00
122 1 5.986969440805154e-01 3.726735303644091e-05 1.000000000000000e+00 NA -0.000000000000000e+00
123 1 5.901377826735950e-01 -8.233012522396166e-06 1.000000000000000e+00 NA -0.000000000000000e+00
124 1 5.759580168453536e-01 4.364044775684306e-05 1.000000000000000e+00 NA -0.000000000000000e+00
125 1 5.738297484620760e-01 3.984184809269209e-05 1.000000000000000e+00 NA -0.000000000000000e+00
126 1 5.832982547255685e-01 2.455482058394409e-05 1.000000000000000e+00 NA -0.000000000000000e+00
127 1 5.702392884617795e-01 3.998147712991340e-05 1.000000000000000e+00 NA -0.000000000000000e+00
128 1 5.748662719305395e-01 -2.442764184706903e-05 1.000000000000000e+00 NA -0.000000000000000e+00
129 1 5.890652929790303e-01 -3.923836084140930e-05 1.000000000000000e+00 NA -0.000000000000000e+00
130 1 5.798166434090162e-01 8.936358540267975e-05 1.000000000000000e+00 NA -0.000000000000000e+00
131 1 5.719058514065205e-01 1.711737058940344e-05 1.000000000000000e+00 NA -0.000000000000000e+00
