t r=1 r=2 r=3 r=4 r=5 r=6 r=7
1    6.264568e-01    5.946456e-01    5.676258e-01    5.433382e-01    5.197174e-01    4.986121e-01    4.815516e-01
2    5.945533e-01    5.472255e-01    5.121941e-01    4.828929e-01    4.558823e-01    4.349610e-01    4.207560e-01
3    5.674922e-01    5.103666e-01    4.721641e-01    4.420926e-01    4.163546e-01    3.969536e-01    3.884211e-01
4    5.415450e-01    4.748749e-01    4.342643e-01    4.050154e-01    3.782285e-01    3.604467e-01    3.581269e-01
5    5.176646e-01    4.443729e-01    4.011206e-01    3.703547e-01    3.449517e-01    3.279243e-01    3.292405e-01
6    4.946607e-01    4.174113e-01    3.721618e-01    3.425377e-01    3.197892e-01    3.082548e-01    3.188974e-01
7    4.724265e-01    3.900370e-01    3.417191e-01    3.086297e-01    2.883725e-01    2.810705e-01    2.975208e-01
8    4.523856e-01    3.648935e-01    3.168869e-01    2.842129e-01    2.669752e-01    2.614541e-01    2.831653e-01
9    4.327334e-01    3.399163e-01    2.903091e-01    2.569824e-01    2.406980e-01    2.377512e-01    2.680932e-01
10    4.149147e-01    3.180812e-01    2.683097e-01    2.327319e-01    2.195007e-01    2.212331e-01    2.530374e-01
11    3.978036e-01    2.972334e-01    2.507124e-01    2.137686e-01    2.044203e-01    2.077871e-01    2.418784e-01
12    3.811462e-01    2.776470e-01    2.322837e-01    1.967108e-01    1.906259e-01    1.925579e-01    2.306307e-01
13    3.641412e-01    2.609753e-01    2.150621e-01    1.794062e-01    1.749188e-01    1.760732e-01    2.158583e-01
14    3.477366e-01    2.442378e-01    1.980611e-01    1.646942e-01    1.608237e-01    1.650571e-01    2.083934e-01
15    3.337439e-01    2.310762e-01    1.866903e-01    1.548076e-01    1.493222e-01    1.617610e-01    2.077414e-01
16    3.184970e-01    2.150650e-01    1.724642e-01    1.400506e-01    1.359456e-01    1.487575e-01    1.929468e-01
17    3.055854e-01    2.032539e-01    1.636377e-01    1.285286e-01    1.272014e-01    1.418144e-01    1.891181e-01
18    2.910835e-01    1.900388e-01    1.545375e-01    1.198302e-01    1.235038e-01    1.372400e-01    1.788612e-01
19    2.780408e-01    1.763712e-01    1.450538e-01    1.106163e-01    1.164140e-01    1.277199e-01    1.663173e-01
20    2.646576e-01    1.620031e-01    1.343535e-01    1.011872e-01    1.091843e-01    1.199473e-01    1.614245e-01
21    2.510582e-01    1.485276e-01    1.274686e-01    9.387536e-02    1.012725e-01    1.106458e-01    1.525163e-01
22    2.375762e-01    1.365186e-01    1.164454e-01    8.677010e-02    9.282667e-02    1.033657e-01    1.448222e-01
23    2.252380e-01    1.252819e-01    1.081272e-01    7.905124e-02    8.668753e-02    9.573188e-02    1.416391e-01
24    2.148239e-01    1.152694e-01    1.017817e-01    7.489852e-02    8.257664e-02    8.610960e-02    1.351036e-01
25    2.034428e-01    1.042559e-01    9.527152e-02    7.108630e-02    7.847052e-02    8.050206e-02    1.326821e-01
26    1.937257e-01    9.560732e-02    9.065117e-02    6.698342e-02    7.944411e-02    7.612790e-02    1.283770e-01
27    1.859022e-01    8.410866e-02    8.343854e-02    6.226321e-02    7.177268e-02    6.588186e-02    1.198919e-01
28    1.788150e-01    7.592641e-02    7.870974e-02    5.445788e-02    6.333403e-02    5.853369e-02    1.153225e-01
29    1.712710e-01    6.810701e-02    7.257647e-02    4.812994e-02    6.333239e-02    5.619859e-02    1.186257e-01
30    1.645071e-01    6.052453e-02    6.490990e-02    4.609840e-02    5.990193e-02    4.948061e-02    1.175881e-01
31    1.575268e-01    5.210298e-02    5.661086e-02    3.933522e-02    5.412459e-02    4.702484e-02    1.216896e-01
