i getaccept E*A dH rho ddH Q
0 1 7.694985476397378e-01 3.659114293441235e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 6.571195500526819e-01 1.658482023231045e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 5.929689597740079e-01 7.864836834414746e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 5.472917634678440e-01 5.364030566852307e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 5.186889173656211e-01 2.953085786430165e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 5.109261924180762e-01 1.088796998374164e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 4.948098527127929e-01 1.703194329820690e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 5.015244648859646e-01 -4.840516885451507e-05 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 4.886774434482728e-01 1.481637700635474e-04 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 4.914494762441711e-01 -5.003401747671887e-05 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 4.811465519465855e-01 1.202420289700967e-04 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 4.773220401989221e-01 1.090885843950673e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 4.741658968504253e-01 3.947424011130352e-05 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 4.779267334258223e-01 4.980052653991152e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 4.753562661978664e-01 6.453082005464239e-05 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 4.723071388002500e-01 2.857858453353401e-05 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 4.727796773313137e-01 7.929129424155690e-06 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 4.797448132857172e-01 -1.297869666814222e-04 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 4.652201970036323e-01 1.875578527688049e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 4.748655040655445e-01 -1.311305823037401e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 4.707239251560398e-01 -1.146529757534154e-05 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 4.757114848300104e-01 -5.012188194086775e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 4.755137005333110e-01 -4.079562131664716e-05 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 4.816788527905976e-01 -8.633936340629589e-05 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 4.805533069187221e-01 1.002264698399813e-04 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 4.757218462046948e-01 4.468670340429526e-05 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 4.812784295730000e-01 -7.547944460384315e-05 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 4.819389400542214e-01 2.400283483439125e-05 1.000000000000000e+00 NA -0.000000000000000e+00
