t r=1 r=2 r=3 r=4 r=5 r=6 r=7
1    3.109717e-01    1.521056e-01    7.887304e-02    4.932621e-02    2.588274e-02    4.824689e-04   -3.551010e-03
2    1.583944e-01    5.242125e-02    1.244895e-02   -5.376766e-03    4.178616e-04    3.748047e-03    1.008013e-02
3    8.667337e-02    9.205657e-03    1.078881e-02    1.586956e-02    1.035051e-02    2.802887e-03    1.320347e-02
4    4.517869e-02    1.363251e-02   -2.771637e-03    1.110010e-02    4.915079e-03    1.458085e-02    1.476982e-02
5    2.091148e-02    3.696952e-03    6.210633e-03    6.634747e-03    3.498815e-03    1.005632e-03   -1.671415e-03
6    8.724668e-03   -1.141890e-02    1.997976e-03   -4.531262e-03    1.491397e-02   -6.999172e-03    1.057712e-02
7   -6.914250e-03    6.408464e-03   -3.062134e-03   -1.436814e-02    1.381184e-02    1.522450e-02   -1.394884e-03
8   -1.297544e-03   -1.369207e-02    9.210343e-03    2.829758e-03   -1.672325e-02    6.640636e-03    2.324412e-03
9    3.319585e-03   -1.742029e-03    1.161582e-03    7.877166e-03    1.068436e-03    7.270881e-03   -5.941478e-03
10    4.064902e-03    9.915683e-03   -3.084907e-03    1.412943e-03    7.053237e-03    1.415779e-02    1.138445e-02
11   -4.580538e-03    7.610533e-03    3.997130e-03   -2.889124e-03   -1.066230e-02    6.085714e-03   -9.822587e-03
12   -4.434281e-03   -1.298485e-03   -6.605196e-03   -2.809515e-03   -7.918171e-03   -3.211713e-04   -4.665753e-03
13   -7.447593e-03   -9.209548e-04   -2.605004e-02   -8.346276e-03   -1.566472e-02    3.770832e-03    9.034137e-04
14    2.041357e-03    2.044023e-02   -7.189317e-03    1.665289e-02    7.767423e-03    3.818401e-03    1.046150e-02
15   -1.635981e-02    1.092255e-02   -6.871290e-03   -4.537080e-03    1.867841e-02    2.148196e-03    3.772860e-03
