i getaccept E*A dH rho ddH Q
0 1 9.353407947045089e-01 1.056097828040947e-02 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.190358383102591e-01 2.327142224203271e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.114757152305507e-01 8.195375612558564e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 9.070900987517569e-01 3.902753114743973e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 9.032112671552066e-01 5.231091063251370e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 9.040634856465095e-01 -2.009131067097769e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.983390038839005e-01 7.174121765274322e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.965297689561107e-01 1.971467572730035e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.950335113724261e-01 1.077620290743653e-04 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.953625650703805e-01 6.383683830790687e-05 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.934614790091270e-01 1.393554066453362e-04 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.914748696823406e-01 2.565802406024886e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.902182462602688e-01 -1.871134509201511e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.897870066395681e-01 1.948933795574703e-04 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.858904862848940e-01 5.582246412814129e-04 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.874079889912863e-01 -3.202079715265427e-04 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 8.852359883516097e-01 3.524615185597213e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 8.843000930474523e-01 9.579731431585969e-05 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 8.823028077639761e-01 2.974096150865080e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 8.849020106063558e-01 -3.612809905462200e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 8.825102306837209e-01 2.556488125264877e-04 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 8.823097423617163e-01 9.820910963753704e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 8.824243094599900e-01 -1.004933083095239e-04 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 8.814130289443873e-01 4.264640392648289e-05 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 8.801933298757403e-01 3.569861764844973e-04 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 8.820174511132166e-01 -4.804735553989303e-04 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 8.814351275227887e-01 2.369790763623314e-05 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 8.781400203247236e-01 6.885416996738059e-04 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 8.780545033689041e-01 -9.211603628500598e-05 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 8.781237471248990e-01 8.827893907437101e-06 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 8.774298150465711e-01 1.863061288531753e-04 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 8.769399783032423e-01 -2.018046752709779e-04 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 8.806953169125000e-01 -4.262517513780040e-04 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 8.769673048473964e-01 3.336339532324928e-04 1.000000000000000e+00 NA -0.000000000000000e+00
