i getaccept E*A dH rho ddH Q
0 1 9.367266259292835e-01 3.440729041358281e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.067903658808105e-01 1.743542846270429e-03 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 8.830214756157997e-01 1.302487756220216e-03 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 8.698399478931864e-01 9.037210948008578e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 8.587761180651798e-01 7.002237916822196e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 8.482171816023741e-01 5.665364105880144e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.364915022369243e-01 6.612110009882599e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.270875752555682e-01 5.092628189231618e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.215635610776024e-01 2.387686881775153e-04 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.232490417038948e-01 1.593703827893478e-04 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.178631524739833e-01 2.727804094320163e-04 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.110114818969307e-01 2.757578040473163e-04 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.057963425221608e-01 3.324630561110098e-04 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.065818514125894e-01 6.642979587923037e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.064605912940510e-01 -5.106638491270132e-05 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.017671819522203e-01 2.554037100708229e-04 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 7.976982704351800e-01 2.158525521736010e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 7.976736648406911e-01 2.122790283465292e-05 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 7.927570293591584e-01 2.303954952367349e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 7.900145835712131e-01 1.574271391291404e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 7.862406171935966e-01 2.176547704948462e-04 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 7.812424130196753e-01 2.960972688015318e-04 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 7.841924090565218e-01 -1.299612877119216e-04 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 7.801056611685558e-01 1.253833779628621e-04 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 7.767603855197708e-01 9.288352157454938e-05 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 7.729659724691548e-01 1.504009114796645e-04 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 7.752070895043914e-01 -2.233610048278933e-04 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 7.746022853163324e-01 5.577916272159200e-05 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 7.768232453114874e-01 -7.497769001929555e-05 1.000000000000000e+00 NA -0.000000000000000e+00
29 1 7.790551802806895e-01 -7.632150573044783e-05 1.000000000000000e+00 NA -0.000000000000000e+00
30 1 7.750128691951188e-01 9.222727203450631e-05 1.000000000000000e+00 NA -0.000000000000000e+00
31 1 7.698009232019564e-01 2.330649367650039e-04 1.000000000000000e+00 NA -0.000000000000000e+00
32 1 7.733464809157704e-01 -1.182233872896177e-04 1.000000000000000e+00 NA -0.000000000000000e+00
33 1 7.698170069818523e-01 8.264220650744392e-05 1.000000000000000e+00 NA -0.000000000000000e+00
34 1 7.668948841986236e-01 1.449013479941641e-04 1.000000000000000e+00 NA -0.000000000000000e+00
35 1 7.658408128004505e-01 8.387043635593727e-05 1.000000000000000e+00 NA -0.000000000000000e+00
36 1 7.677304940584443e-01 -5.388149111240637e-05 1.000000000000000e+00 NA -0.000000000000000e+00
37 1 7.602407775316711e-01 2.970942459796788e-04 1.000000000000000e+00 NA -0.000000000000000e+00
38 1 7.624214531152929e-01 -9.348470121040009e-05 1.000000000000000e+00 NA -0.000000000000000e+00
39 1 7.652774040476695e-01 -9.933573983289534e-05 1.000000000000000e+00 NA -0.000000000000000e+00
40 1 7.636683359515626e-01 7.722235022811219e-05 1.000000000000000e+00 NA -0.000000000000000e+00
41 1 7.647377410629163e-01 -3.105014820903307e-05 1.000000000000000e+00 NA -0.000000000000000e+00
42 1 7.636405514076670e-01 -6.055964786355617e-05 1.000000000000000e+00 NA -0.000000000000000e+00
43 1 7.635930966641263e-01 2.997957926709205e-05 1.000000000000000e+00 NA -0.000000000000000e+00
44 1 7.628655320185995e-01 4.943930434819777e-06 1.000000000000000e+00 NA -0.000000000000000e+00
45 1 7.655439074901453e-01 -3.302475033706287e-05 1.000000000000000e+00 NA -0.000000000000000e+00
46 1 7.665770144617192e-01 -4.580516997521045e-05 1.000000000000000e+00 NA -0.000000000000000e+00
47 1 7.696174811869231e-01 -1.510188021711656e-04 1.000000000000000e+00 NA -0.000000000000000e+00
48 1 7.739630805237538e-01 -1.871660533652175e-04 1.000000000000000e+00 NA -0.000000000000000e+00
49 1 7.713179524920422e-01 -3.253822069382295e-05 1.000000000000000e+00 NA -0.000000000000000e+00
50 1 7.711636588375330e-01 7.672397441638168e-05 1.000000000000000e+00 NA -0.000000000000000e+00
51 1 7.684426023051449e-01 1.362818329653237e-04 1.000000000000000e+00 NA -0.000000000000000e+00
52 1 7.703444893151122e-01 -6.423648574127583e-05 1.000000000000000e+00 NA -0.000000000000000e+00
53 1 7.694958007344106e-01 9.809609764488414e-05 1.000000000000000e+00 NA -0.000000000000000e+00
54 1 7.648619290395549e-01 1.268628338948474e-04 1.000000000000000e+00 NA -0.000000000000000e+00
55 1 7.670052791818567e-01 -6.450380351452623e-05 1.000000000000000e+00 NA -0.000000000000000e+00
56 1 7.697304503733939e-01 2.609403418318834e-05 1.000000000000000e+00 NA -0.000000000000000e+00
57 1 7.663857548068617e-01 5.598779080173699e-05 1.000000000000000e+00 NA -0.000000000000000e+00
58 1 7.686067034135814e-01 -9.471651537751313e-06 1.000000000000000e+00 NA -0.000000000000000e+00
59 1 7.682582788797911e-01 -5.331752436177339e-05 1.000000000000000e+00 NA -0.000000000000000e+00
60 1 7.658285325641599e-01 1.837138734117616e-05 1.000000000000000e+00 NA -0.000000000000000e+00
61 1 7.653198971324910e-01 2.012707227549981e-06 1.000000000000000e+00 NA -0.000000000000000e+00
62 1 7.689084168334556e-01 -5.177374077902641e-05 1.000000000000000e+00 NA -0.000000000000000e+00
63 1 7.668369309472329e-01 1.395800891259569e-04 1.000000000000000e+00 NA -0.000000000000000e+00
64 1 7.663895936362249e-01 -2.431414668535581e-05 1.000000000000000e+00 NA -0.000000000000000e+00
65 1 7.636102707474276e-01 6.172568919282639e-05 1.000000000000000e+00 NA -0.000000000000000e+00
66 1 7.622000709133913e-01 -8.032934510993073e-05 1.000000000000000e+00 NA -0.000000000000000e+00
67 1 7.661688446862576e-01 -6.309781110758195e-05 1.000000000000000e+00 NA -0.000000000000000e+00
68 1 7.679324612600331e-01 1.133937557824538e-04 1.000000000000000e+00 NA -0.000000000000000e+00
69 1 7.666573595080075e-01 -3.744802779692691e-05 1.000000000000000e+00 NA -0.000000000000000e+00
70 1 7.656276512260494e-01 3.623141674324870e-05 1.000000000000000e+00 NA -0.000000000000000e+00
71 1 7.632668944685801e-01 -3.815796208073152e-05 1.000000000000000e+00 NA -0.000000000000000e+00
72 1 7.631599835781989e-01 -6.305058104771888e-05 1.000000000000000e+00 NA -0.000000000000000e+00
73 1 7.621144575953658e-01 -7.416966400342062e-05 1.000000000000000e+00 NA -0.000000000000000e+00
74 1 7.623050088168376e-01 2.537298769311747e-05 1.000000000000000e+00 NA -0.000000000000000e+00
75 1 7.624258737947589e-01 -5.898488325328799e-05 1.000000000000000e+00 NA -0.000000000000000e+00
76 1 7.621093265778904e-01 4.875819558947114e-05 1.000000000000000e+00 NA -0.000000000000000e+00
77 1 7.579488815511224e-01 6.653874243056634e-05 1.000000000000000e+00 NA -0.000000000000000e+00
78 1 7.564442892325218e-01 9.811333711695625e-05 1.000000000000000e+00 NA -0.000000000000000e+00
79 1 7.534795078433359e-01 1.482496772950981e-04 1.000000000000000e+00 NA -0.000000000000000e+00
80 1 7.498366225656454e-01 1.961951629709802e-04 1.000000000000000e+00 NA -0.000000000000000e+00
81 1 7.538700580428470e-01 -3.338301903568208e-04 1.000000000000000e+00 NA -0.000000000000000e+00
82 1 7.610937599880435e-01 -2.671668053153553e-04 1.000000000000000e+00 NA -0.000000000000000e+00
83 1 7.633344413411216e-01 -5.911796597501962e-05 1.000000000000000e+00 NA -0.000000000000000e+00
84 1 7.627913521375138e-01 7.581296995340381e-05 1.000000000000000e+00 NA -0.000000000000000e+00
85 1 7.640767810558714e-01 -8.833061838231515e-05 1.000000000000000e+00 NA -0.000000000000000e+00
86 1 7.624477407400678e-01 2.483787711753394e-04 1.000000000000000e+00 NA -0.000000000000000e+00
87 1 7.613098017217763e-01 1.032851459967787e-04 1.000000000000000e+00 NA -0.000000000000000e+00
88 1 7.575291751495975e-01 9.069710176845547e-05 1.000000000000000e+00 NA -0.000000000000000e+00
89 1 7.597675086299660e-01 -1.222772070832434e-04 1.000000000000000e+00 NA -0.000000000000000e+00
