i getaccept E*A dH rho ddH Q
0 1 9.384776792329339e-01 1.657173195326322e-03 1.000000000000000e+00 NA -0.000000000000000e+00
1 1 9.215184949593480e-01 3.846385629913129e-04 1.000000000000000e+00 NA -0.000000000000000e+00
2 1 9.092439613611921e-01 2.823084114425001e-04 1.000000000000000e+00 NA -0.000000000000000e+00
3 1 9.030226694763883e-01 1.391413306919276e-04 1.000000000000000e+00 NA -0.000000000000000e+00
4 1 8.935825843865258e-01 1.958795837708749e-04 1.000000000000000e+00 NA -0.000000000000000e+00
5 1 8.840268585461590e-01 1.922543153796141e-04 1.000000000000000e+00 NA -0.000000000000000e+00
6 1 8.799263370827745e-01 1.571255900216784e-04 1.000000000000000e+00 NA -0.000000000000000e+00
7 1 8.725159522646992e-01 1.555381752496032e-04 1.000000000000000e+00 NA -0.000000000000000e+00
8 1 8.702177594250327e-01 2.036131218119408e-05 1.000000000000000e+00 NA -0.000000000000000e+00
9 1 8.636671105990774e-01 1.511707450845279e-04 1.000000000000000e+00 NA -0.000000000000000e+00
10 1 8.618118742578609e-01 5.918583360653429e-05 1.000000000000000e+00 NA -0.000000000000000e+00
11 1 8.643244444272393e-01 -4.300744217289321e-05 1.000000000000000e+00 NA -0.000000000000000e+00
12 1 8.659506778857671e-01 -7.696998022765911e-05 1.000000000000000e+00 NA -0.000000000000000e+00
13 1 8.668167726733003e-01 7.132083806027367e-05 1.000000000000000e+00 NA -0.000000000000000e+00
14 1 8.610634551974259e-01 7.962189852150914e-05 1.000000000000000e+00 NA -0.000000000000000e+00
15 1 8.566272370699606e-01 5.550099467654945e-05 1.000000000000000e+00 NA -0.000000000000000e+00
16 1 8.601460127174302e-01 -1.101541786283633e-04 1.000000000000000e+00 NA -0.000000000000000e+00
17 1 8.540934687503494e-01 1.120149599955766e-04 1.000000000000000e+00 NA -0.000000000000000e+00
18 1 8.536636882771464e-01 1.057436932114797e-04 1.000000000000000e+00 NA -0.000000000000000e+00
19 1 8.447945600833178e-01 1.709769819626672e-04 1.000000000000000e+00 NA -0.000000000000000e+00
20 1 8.468564904286875e-01 -3.748065751096874e-05 1.000000000000000e+00 NA -0.000000000000000e+00
21 1 8.467563219576995e-01 1.403884789397125e-05 1.000000000000000e+00 NA -0.000000000000000e+00
22 1 8.462960634815389e-01 -2.495603348506847e-05 1.000000000000000e+00 NA -0.000000000000000e+00
23 1 8.440130487676548e-01 5.372905729927879e-05 1.000000000000000e+00 NA -0.000000000000000e+00
24 1 8.465534113113541e-01 1.200905376208539e-05 1.000000000000000e+00 NA -0.000000000000000e+00
25 1 8.489996076531088e-01 -5.536220851354301e-05 1.000000000000000e+00 NA -0.000000000000000e+00
26 1 8.506046460118891e-01 -1.497037339959206e-04 1.000000000000000e+00 NA -0.000000000000000e+00
27 1 8.448823749811846e-01 1.911463564283622e-04 1.000000000000000e+00 NA -0.000000000000000e+00
28 1 8.462343105568998e-01 -9.354655730930972e-06 1.000000000000000e+00 NA -0.000000000000000e+00
