t r=1 r=2 r=3 r=4 r=5 r=6 r=7
1    5.125137e-01    3.981791e-01    3.181362e-01    2.613647e-01    2.094764e-01    1.699021e-01    1.455037e-01
2    4.073766e-01    2.656357e-01    1.809055e-01    1.337393e-01    8.466158e-02    4.894381e-02    2.717173e-02
3    3.249154e-01    1.842553e-01    1.148121e-01    8.544801e-02    5.947103e-02    4.102526e-02    1.110189e-02
4    2.571709e-01    1.211986e-01    8.743928e-02    5.250750e-02    3.804227e-02    2.341099e-02   -1.221479e-03
5    1.995707e-01    6.840805e-02    6.177426e-02    2.059433e-02    2.388312e-02    1.381285e-02    1.532606e-02
6    1.592460e-01    3.961169e-02    4.825507e-02    1.621997e-02    1.502118e-02    7.541147e-03    7.711945e-04
7    1.317078e-01    1.092864e-02    2.016162e-02    1.320985e-02    6.190121e-03    6.969720e-03   -1.468877e-03
8    1.044802e-01   -6.827434e-03    9.899840e-03   -2.693218e-03    6.093465e-03   -2.628361e-04   -7.782402e-03
9    8.406502e-02   -8.672643e-03    2.223447e-03    1.366470e-02    1.202539e-02   -4.582388e-04    6.155973e-03
10    6.405153e-02   -4.447964e-03    3.322028e-03    7.198535e-03   -1.725595e-03   -1.409611e-02   -8.578989e-03
11    4.629572e-02   -3.787994e-03    1.658391e-02   -8.680859e-03   -2.123806e-03   -4.400557e-03   -6.234309e-03
12    3.062625e-02   -1.192125e-04    1.679497e-02   -8.872157e-03   -7.603406e-03    1.722567e-02   -1.442114e-02
13    2.712896e-02   -8.098795e-03   -2.347502e-03   -2.394656e-04   -1.777039e-02    5.912484e-03   -4.540175e-03
14    1.946775e-02   -1.805293e-02    1.570425e-03    1.734603e-02    8.708681e-03   -9.570400e-03    7.322259e-03
15    2.323573e-02   -1.602388e-02    8.713359e-03    2.074912e-02    1.449603e-02   -3.546756e-03    1.889849e-02
